-0.96443,1.95603,1.50812
-1.08407,0.17559,1.91502
-0.90802,-0.14534,1.29731
1.97103,-1.17229,-0.68418
1.97103,-0.03576,-0.15864
-2.012,0.58288,1.7601
-2.012,0.71573,1.91502
0.64819,-0.42947,1.36693
1.97103,-0.61081,-0.61555
-0.11432,0.42384,-0.30375
-2.012,0.61779,0.80217
-0.07347,0.07473,1.91502
0.55968,-0.77761,0.89826
1.97103,0.43548,-0.20374
1.91461,-0.43141,0.35899
-0.39834,0.36468,1.22182
-1.79023,0.00782,1.5846
-0.43822,-0.00867,1.65617
0.73865,0.56154,0.67471
0.93611,0.03594,0.77766
-2.012,0.32008,1.08259
-0.45184,-0.19092,1.46106
0.56454,0.17559,1.46106
0.82522,-0.57784,0.36389
-0.27967,-0.61954,0.15995
0.30873,0.13486,1.22672
-2.012,1.25879,1.91502
-0.09097,0.547,1.91502
1.72689,-1.22369,0.7355
0.77464,-0.54584,-0.02928
-0.08417,0.53051,1.63362
-2.012,1.21321,1.29633
1.04407,-0.74852,1.04533
-0.04623,-0.9958,-0.19492
1.97103,-0.62924,0.85904
0.22119,-0.34801,1.91502
-2.012,-0.18704,1.81109
-1.62488,1.95603,0.32075
1.97103,-0.44499,0.76001
1.26292,-2.015,0.18349
-0.52673,0.36759,1.36399
1.37381,1.57686,1.91502
-2.012,-0.2685,0.27173
-1.75132,-0.46535,0.15701
1.97103,-0.23359,1.11887
1.47399,-0.60694,1.91502
-2.012,1.19381,1.81305
1.97103,0.40929,0.7708
1.97103,-1.49522,-0.32532
-1.50621,-0.06485,0.57764
0.01304,-0.08037,1.39438
-1.60834,-0.38196,1.55126
0.81647,0.45681,0.83649
0.50424,0.60906,1.11593
1.34949,0.13001,1.15318
-0.06763,0.35014,1.43262
-1.96628,-0.3645,1.49929
0.87969,0.01946,0.29624
0.61901,0.01946,0.38841
1.33393,0.05728,0.8159
-0.04234,-0.51093,1.91306
-2.012,0.15813,1.51988
-0.03261,0.38408,0.44233
1.42439,0.19789,0.34428
0.74741,-0.41299,1.21593
0.48868,0.56445,1.83854
-0.44308,0.30456,1.88462
-1.34864,0.739,0.86884
1.02559,-0.78149,0.42566
1.55861,-0.56427,0.62961
0.24551,0.0951,1.18358
-1.48384,1.00471,1.63362
0.08794,0.07279,1.45419
-0.46059,-0.37905,-0.33513
1.63059,-1.37594,1.06102
1.97103,0.27644,1.91502
-2.012,1.95603,1.91502
-2.012,0.34529,0.79629
1.97103,-2.015,0.56882
1.88446,-0.21225,0.89238
-1.33016,1.80572,0.99042
0.95361,0.24638,1.91502
-2.00908,-0.00576,0.76785
0.41767,-1.06659,-1.25188
1.97103,-0.62827,-0.24885
1.80178,0.48202,1.91502
-2.012,1.16375,1.91502
0.05097,0.02915,1.10808
1.97103,-0.32377,0.2884
1.60822,-0.62342,0.02269
-2.012,0.3996,1.5042
-0.32539,-0.75337,1.80815
-0.38278,0.64009,0.82472
0.08696,-0.42656,0.11975
1.97103,-0.18995,0.88453
0.19201,0.64979,1.45909
-2.012,0.12322,1.91502
0.01888,-0.25104,1.47968
0.47798,0.16007,0.07465
0.27858,-0.28789,0.30899
1.73078,-0.14437,1.88168
-2.012,0.22407,1.91502
-1.53345,-0.31019,0.61196
1.44189,-1.11217,-0.17923
1.97103,-0.10558,0.40998
0.02082,1.95603,1.91502
-0.89537,1.1686,1.91502
-0.79908,-0.64476,1.29437
1.06255,-0.79894,-0.29199
1.97103,0.16298,0.83355
1.27946,0.64882,1.51988
-2.012,0.56154,1.91502
-1.52275,-1.35461,1.83952
-0.87689,0.32783,-0.38513
0.69002,0.11061,-0.36258
1.34949,-2.015,1.57773
-2.012,1.95603,1.91502
-2.012,0.37438,1.062
1.97103,-1.35558,-0.19786
1.97103,-1.04526,0.92277
-0.31469,1.60886,1.53263
-1.40894,0.27741,1.91502
-1.27666,-0.50996,1.57185
0.53634,-1.47776,-0.28512
1.97103,0.50239,0.34134
0.36709,-0.765,1.2581
-2.012,1.04156,1.91502
-1.51497,0.17559,1.34242
1.35144,-1.03556,-0.11354
1.76871,-0.07552,0.18545
-0.88856,0.91647,0.88061
-1.04419,0.56639,1.91502
-2.012,-0.88331,0.70804
1.97103,0.4859,0.3786
0.70461,-0.20449,0.34428
-1.83886,0.73416,0.91689
0.04514,-0.91434,1.76697
-0.78838,-0.35577,1.49635
1.85625,0.38796,0.03151
1.41952,0.25898,0.43645
-1.44591,0.96398,1.91502
-2.012,1.95603,1.91502
0.83106,1.15405,1.4287
1.82318,-0.62633,0.63843
0.11712,-0.55845,1.00317
-0.30496,0.96398,1.48557
-2.012,0.76325,1.91306
-0.5384,0.49948,1.91502
1.97103,-0.34026,0.02563
-0.446,-0.67482,0.0521
0.1677,0.98823,1.80619
-1.37101,1.14533,1.59538
0.24454,-1.55146,1.91502
-0.97513,-0.18801,0.96787
1.97103,-0.28304,0.2227
-1.45271,-0.87167,0.77864
-1.70561,1.4091,1.91502
1.24931,1.61468,0.97768
1.97103,-0.91046,-0.23316
-1.0831,-1.72602,0.68941
0.26496,0.86313,0.80609
1.45551,0.84859,1.91502
-1.24359,-0.40523,1.3885
0.56454,-0.25104,-0.26159
1.97103,-0.6593,0.38056
-1.83789,-0.92404,1.5189
-2.012,1.95603,1.91502
1.97103,-0.33541,1.91502
1.43606,-1.22175,0.1227
0.28636,-0.46341,-0.23414
-2.012,-0.40038,0.55215
-1.67448,-0.01836,1.90914
1.79984,-0.20546,1.25417
1.20845,0.38602,0.70804
0.41475,0.14067,1.44537
-0.26119,0.28904,1.73167
-1.55095,-0.28013,1.49831
0.32138,-0.08715,0.14917
1.44968,0.55766,0.42763
1.97103,-0.16764,0.88453
-2.012,0.1814,1.91502
-1.87291,-0.36741,1.40811
0.19201,0.39378,0.04524
-0.34873,0.24929,0.61294
1.97103,-0.92695,0.97964
-0.28454,0.55378,1.91502
-1.54998,1.28982,1.91502
-0.13183,0.35499,0.9012
1.81929,-0.88331,-0.08321
1.79984,-0.48475,0.64725
-0.38278,0.38214,1.77971
-2.012,1.2326,1.2228
1.97103,-1.6591,0.39919
-1.99838,-0.99677,-0.85381
1.97103,-0.57396,0.75707
0.70364,-1.73668,1.91502
-2.012,1.52353,1.91502
0.39725,1.87845,0.64823
1.97103,-0.51093,0.55705
0.05973,-1.69014,0.62666
-0.1114,-0.35771,1.90129
-0.19602,1.77469,1.88953
-1.11812,-0.39068,0.15995
1.24833,-0.83289,-0.01065
1.97103,-1.05787,0.67667
-0.11918,-0.17734,1.91502
-2.012,0.89416,1.91502
0.18618,0.89416,1.75912
1.97103,0.17752,0.34723
-1.52956,-0.23843,0.81982
-0.38958,0.38602,1.64735
-2.012,-0.08715,1.71108
1.31156,-0.77567,0.20015
1.23569,0.12516,0.10112
1.97103,-0.66997,0.67275
1.1676,0.36662,0.64235
-1.87388,-0.33832,1.91502
0.25718,-0.49929,1.15514
1.97103,0.61585,-0.01065
-0.08806,-0.1948,0.99533
0.1745,-0.19092,1.91502
-2.012,0.91065,1.7954
0.47798,-0.42171,0.2982
0.86996,-1.17908,-0.08615
0.40697,-0.09297,0.5845
-0.41098,1.15114,1.53949
-1.42159,0.77973,1.91502
-1.08699,-0.55069,1.03356
